tconst,titleType,title,year,runtimeMinutes,genres,averageRating,actors,directors,combined_features
tt0229269,movie,Awara Soup,1996,71.0,['Documentary'],9.2,[],['Cesar Paes'],Awara Soup Documentary Cesar Paes 
tt3828690,movie,A Golden State of Mind: The Storytelling Genius of Huell Howser,2014,55.0,"['Documentary', 'History']",9.2,['Huell Howser'],['Jeff Swimmer'],A Golden State of Mind: The Storytelling Genius of Huell Howser Documentary History Jeff Swimmer Huell Howser
tt3384806,movie,Not in Our Neighborhood,2014,68.0,"['Documentary', 'Drama']",9.2,"['Asael Ashir', 'Odel Hayon', 'Valeria Lobstein', 'Chancela Mongoza', ""Ben Ze'ev Rabian"", 'Dafna Rubinstein']",['Ella Zaharano Grinhouse'],Not in Our Neighborhood Documentary Drama Ella Zaharano Grinhouse Asael Ashir Odel Hayon Valeria Lobstein Chancela Mongoza Ben Ze'ev Rabian Dafna Rubinstein
tt4325422,movie,Double Digits: The Story of a Neighborhood Movie Star,2015,76.0,"['Biography', 'Comedy', 'Documentary']",9.2,[],['Justinsuperstar'],Double Digits: The Story of a Neighborhood Movie Star Biography Comedy Documentary Justinsuperstar 
tt0257373,movie,Agni,1989,,"['Crime', 'Drama']",9.2,"['Nagarjuna Akkineni', 'Mohan Babu', 'Brahmanandam']",['K. Raghavendra Rao'],Agni Crime Drama K. Raghavendra Rao Nagarjuna Akkineni Mohan Babu Brahmanandam
tt3377094,movie,D'artagnan is the Champion,2014,72.0,"['Comedy', 'Documentary']",9.2,"['Wild Bill', ""D'Artagnan the Horse"", 'Alex Marks', 'Leah Marks', 'Lynn Marks', 'Princess the Pig', 'Cow Puncher', 'Dave Rice', 'Cowboy Ron']",['Missy Palmer'],D'artagnan is the Champion Comedy Documentary Missy Palmer Wild Bill D'Artagnan the Horse Alex Marks Leah Marks Lynn Marks Princess the Pig Cow Puncher Dave Rice Cowboy Ron
tt3353842,movie,Le Séducteur: un animal en voie de disparition?,2013,84.0,"['Documentary', 'Romance']",9.2,[],['Olivier Adam'],Le Séducteur: un animal en voie de disparition? Documentary Romance Olivier Adam 
tt5270650,movie,Trial by Fire: A Film Based on CRPS/RSD,2015,53.0,['Documentary'],9.2,[],['Charles Mattocks'],Trial by Fire: A Film Based on CRPS/RSD Documentary Charles Mattocks 
tt6588248,movie,panagia ton parision,1996,,[],9.2,,,panagia ton parision   
tt0143768,movie,Nicole's Revenge,1995,65.0,['Adult'],9.2,,,Nicole's Revenge Adult  
tt3328372,movie,Unsung: Behind the Glee,2013,,['Documentary'],9.2,[],['Moze Mossanen'],Unsung: Behind the Glee Documentary Moze Mossanen 
tt3328082,movie,"Ajawaska, fragmentos de un viaje a las alturas",2013,80.0,"['Adventure', 'Documentary', 'History']",9.2,[],['Violeta Paus Soto'],"Ajawaska, fragmentos de un viaje a las alturas Adventure Documentary History Violeta Paus Soto "
tt3314400,movie,Midwife,2013,104.0,"['Documentary', 'Drama']",9.2,[],['Allison Kuznia'],Midwife Documentary Drama Allison Kuznia 
tt4357310,movie,Siba: Nos Balés da Tormenta,2012,82.0,['Documentary'],9.2,[],"['Pablo Francischelli', 'Caio Jobim']",Siba: Nos Balés da Tormenta Documentary Pablo Francischelli Caio Jobim 
tt3996638,movie,Connected,2016,102.0,"['Drama', 'Romance']",9.2,"['Ikki Funaki', 'Manabu Hamada', 'Shôichi Matsuda', 'Akihiro Mayama', 'Tarô Suwa']","['Asako Fukai', 'Ai Watanabe', 'Yûka Yasukawa']",Connected Drama Romance Asako Fukai Ai Watanabe Yûka Yasukawa Ikki Funaki Manabu Hamada Shôichi Matsuda Akihiro Mayama Tarô Suwa
tt4363202,movie,The Eurovisionists,2013,55.0,"['Comedy', 'Documentary', 'Music']",9.2,[],['Asaf Lavi Harel'],The Eurovisionists Comedy Documentary Music Asaf Lavi Harel 
tt3157690,movie,Brown Bread: The Story of an Adoptive Family,2014,87.0,"['Biography', 'Documentary', 'Family']",9.2,[],['Sarah Gross'],Brown Bread: The Story of an Adoptive Family Biography Documentary Family Sarah Gross 
tt4392738,movie,Chaldean Voices,2014,82.0,"['Biography', 'Documentary', 'Family']",9.2,,,Chaldean Voices Biography Documentary Family  
tt3721688,movie,La Sangre Bárbara,2014,80.0,"['Biography', 'Documentary']",9.2,[],['Jesús Mario Lozano'],La Sangre Bárbara Biography Documentary Jesús Mario Lozano 
tt4428892,movie,The Challenge,2016,90.0,['Documentary'],9.2,[],['Peter Williams'],The Challenge Documentary Peter Williams 
tt3177218,movie,Hayedeh Legendary Persian Diva,2009,100.0,['Documentary'],9.2,['Pejman Akbarzadeh'],['Pejman Akbarzadeh'],Hayedeh Legendary Persian Diva Documentary Pejman Akbarzadeh Pejman Akbarzadeh
tt5213932,movie,The Summer Help,2016,68.0,['Documentary'],9.2,[],['Melody Gilbert'],The Summer Help Documentary Melody Gilbert 
tt5980296,movie,Old Redwood Series,1979,95.0,[],9.2,[],['Myron Ort'],Old Redwood Series  Myron Ort 
tt5184580,movie,Ídolo,2015,103.0,['Documentary'],9.2,[],['Ricardo Calvet'],Ídolo Documentary Ricardo Calvet 
tt5983632,movie,Toh Aani Mee Ek Runanubandh,2016,120.0,"['Drama', 'Romance']",9.2,"['Subodh Bhave', ""Vil'om Aditya"", 'Prasad Oak', 'Prasad Pandit', 'Madhav Vaze']",['Mukesh Malik'],Toh Aani Mee Ek Runanubandh Drama Romance Mukesh Malik Subodh Bhave Vil'om Aditya Prasad Oak Prasad Pandit Madhav Vaze
tt5995546,movie,Ha megeszünk egy hódot,1995,60.0,['Documentary'],9.2,[],['Ferenc Moldoványi'],Ha megeszünk egy hódot Documentary Ferenc Moldoványi 
tt6037254,movie,Old Town,2016,93.0,"['Comedy', 'Drama']",9.2,"['Uzair Ahmed', 'Hamza Babar Riaz', 'Delaney Claussen', 'Devin Conway', 'Michael Curtin', 'Sam Davidson']",['Jackson Kosmacki'],Old Town Comedy Drama Jackson Kosmacki Uzair Ahmed Hamza Babar Riaz Delaney Claussen Devin Conway Michael Curtin Sam Davidson
tt0287074,movie,Undetectable,2001,56.0,['Documentary'],9.2,['D.R. Tucker'],['Jay Corcoran'],Undetectable Documentary Jay Corcoran D.R. Tucker
tt0360502,movie,Dancing in Exile,2003,,['Documentary'],9.2,[],['Lewis Fojtik'],Dancing in Exile Documentary Lewis Fojtik 
tt0149764,movie,Bachelorette Party 2,1995,,['Adult'],9.2,,,Bachelorette Party 2 Adult  
tt5900620,movie,Maru Style,2014,,['Comedy'],9.2,"['Leonardo Isea', 'Reinaldo Otero', 'Luciano Rey']",['Andreína Isea'],Maru Style Comedy Andreína Isea Leonardo Isea Reinaldo Otero Luciano Rey
tt0361788,movie,Kadapa Redamma,1990,130.0,['Action'],9.2,['Mohan Babu'],['Bharatwaja'],Kadapa Redamma Action Bharatwaja Mohan Babu
tt3166520,movie,Netavi ik teatri aris?!,2011,55.0,"['Biography', 'Documentary', 'Drama']",9.2,[],['Nana Janelidze'],Netavi ik teatri aris?! Biography Documentary Drama Nana Janelidze 
tt3883550,movie,American Bomber,2007,85.0,['Thriller'],9.2,"['Rob Edwards', 'Jimmy Flowers', 'Michael Harrelson', 'David C. Hayes', 'David Michael Hill', 'Lavelle Hill', 'Jeremy Horne', 'William E. Johnson III']",['Nathan Hill'],American Bomber Thriller Nathan Hill Rob Edwards Jimmy Flowers Michael Harrelson David C. Hayes David Michael Hill Lavelle Hill Jeremy Horne William E. Johnson III
tt0144953,movie,Habiba Msika: The Dance of Fire,1994,100.0,"['Biography', 'Drama', 'Music']",9.2,"['Féodor Atkine', 'Néjib Belkadhi', 'Raouf Ben Amor', 'Jamil Joudi']",['Selma Baccar'],Habiba Msika: The Dance of Fire Biography Drama Music Selma Baccar Féodor Atkine Néjib Belkadhi Raouf Ben Amor Jamil Joudi
tt4576262,movie,Mucky Secrets: The Marine Creatures of the Lembeh Strait,2014,92.0,['Documentary'],9.2,['Nick Hope'],['Nick Hope'],Mucky Secrets: The Marine Creatures of the Lembeh Strait Documentary Nick Hope Nick Hope
tt4595654,movie,A Fanatic by Choice,2015,90.0,['Documentary'],9.2,[],"['Pablo Martinez Dutra', 'Andrés Medina Rana Fonk']",A Fanatic by Choice Documentary Pablo Martinez Dutra Andrés Medina Rana Fonk 
tt4599648,movie,El Pirata,2015,90.0,['Action'],9.2,"['John Solis', 'Luis Huizar', 'Amador Granados', 'Jesus Heredia', 'Rafael Solis', 'Salvador Olascon', 'El Flaco De Michoacan', 'Victor El Indio Estrada']",['Alonso O. Lara'],El Pirata Action Alonso O. Lara John Solis Luis Huizar Amador Granados Jesus Heredia Rafael Solis Salvador Olascon El Flaco De Michoacan Victor El Indio Estrada
tt6081912,movie,Gradual Speed,2013,50.0,[],9.2,[],['Els van Riel'],Gradual Speed  Els van Riel 
tt3960674,movie,The Adventures of the Jensen Boys,1978,45.0,['Comedy'],9.2,"['Todd Jacobsen', 'Scott Allen Nollen']",['Scott Allen Nollen'],The Adventures of the Jensen Boys Comedy Scott Allen Nollen Todd Jacobsen Scott Allen Nollen
tt4541286,movie,Smiles in the Mirror,2015,,"['Drama', 'Romance']",9.2,"['Mickey Curtis', 'Joy', 'Akiyoshi Nakao', 'Kôki Okada', ""Shun'ya Shiraishi""]",['Ichiro Kita'],Smiles in the Mirror Drama Romance Ichiro Kita Mickey Curtis Joy Akiyoshi Nakao Kôki Okada Shun'ya Shiraishi
tt5975878,movie,Eden,2015,90.0,['Animation'],9.2,"['Antonio Ardolino', 'G. Larry Butler', 'Bryan Forrest', 'Bradford Hill', 'George Lindsey Jr.', 'Will Tulin']","['Tomihiko Ôkubo', 'William Winckler', 'Heon Pyo Hong']",Eden Animation Tomihiko Ôkubo William Winckler Heon Pyo Hong Antonio Ardolino G. Larry Butler Bryan Forrest Bradford Hill George Lindsey Jr. Will Tulin
tt4504358,movie,Searching for Eddie Running Wolf,2015,98.0,"['Documentary', 'Drama']",9.2,"['Joseph Hartmann', 'Thomas Hartmann', 'Bill Hayes', 'Juan Montelongo', 'Eddie Running Wolf']",['Thomas Hartmann'],Searching for Eddie Running Wolf Documentary Drama Thomas Hartmann Joseph Hartmann Thomas Hartmann Bill Hayes Juan Montelongo Eddie Running Wolf
tt4429412,movie,Outermost Radio,2015,60.0,"['Comedy', 'Documentary', 'Music']",9.2,[],['Alan Chebot'],Outermost Radio Comedy Documentary Music Alan Chebot 
tt4430958,movie,Urban Lockdown,2015,93.0,"['Action', 'Adventure', 'Crime']",9.2,"['Andrew Thatcher', 'Pedro Juarez', 'Daniel Simpson', 'Michael Newey', 'Evan Grainger', ""David ' Prime Time ' Anthony"", 'Adam Hopper']",['Andrew Thatcher'],Urban Lockdown Action Adventure Crime Andrew Thatcher Andrew Thatcher Pedro Juarez Daniel Simpson Michael Newey Evan Grainger David ' Prime Time ' Anthony Adam Hopper
tt5919038,movie,Fascination: Helena's Story,2016,61.0,"['Documentary', 'Musical']",9.2,[],['Karen Goldfarb'],Fascination: Helena's Story Documentary Musical Karen Goldfarb 
tt5738664,movie,"Édes Erdély, itt voltunk",2015,49.0,['Documentary'],9.2,[],['László Csibi'],"Édes Erdély, itt voltunk Documentary László Csibi "
tt0101712,movie,Les derniers Marranes,1991,64.0,['Documentary'],9.2,[],"['Frédéric Brenner', 'Stan Neumann']",Les derniers Marranes Documentary Frédéric Brenner Stan Neumann 
tt0252487,movie,The Chaos Class,1975,85.0,['Comedy'],9.2,"['Münir Özkul', 'Tarik Akan', 'Halit Akçatepe', 'Kemal Sunal', 'Sitki Akçatepe', 'Selim Nasit Özcan', 'Muharrem Gürses', 'Ahmet Ariman', 'Ertugrul Bilda']",['Ertem Egilmez'],The Chaos Class Comedy Ertem Egilmez Münir Özkul Tarik Akan Halit Akçatepe Kemal Sunal Sitki Akçatepe Selim Nasit Özcan Muharrem Gürses Ahmet Ariman Ertugrul Bilda
tt4704702,movie,Dégage,2012,96.0,['Documentary'],9.2,[],['Mohamed Zran'],Dégage Documentary Mohamed Zran 
tt5957750,movie,Aikatsu Stars! Movie,2016,59.0,"['Adventure', 'Animation', 'Comedy']",9.2,[],"[""Shin'ya Watada""]",Aikatsu Stars! Movie Adventure Animation Comedy Shin'ya Watada 
tt3223620,movie,The Cape: In the Lands of the Lost World,2013,75.0,['Documentary'],9.2,[],['Miguel Gaudêncio'],The Cape: In the Lands of the Lost World Documentary Miguel Gaudêncio 
tt6119224,movie,A Ballad of Maladies,2016,86.0,"['Documentary', 'History', 'Music']",9.2,[],"['Sarvnik Kaur', 'Tushar Madhav']",A Ballad of Maladies Documentary History Music Sarvnik Kaur Tushar Madhav 
tt0281312,movie,Two Unknown Photographers,2001,155.0,['Documentary'],9.2,['Vannasone Chavadong'],['Kon Pet Moon'],Two Unknown Photographers Documentary Kon Pet Moon Vannasone Chavadong
tt4450674,movie,Druglawed,2015,100.0,"['Crime', 'Documentary', 'History']",9.2,[],['Arik Reiss'],Druglawed Crime Documentary History Arik Reiss 
tt3211206,movie,Walking Man,2014,70.0,"['Biography', 'Documentary', 'Drama']",9.2,[],['Joshua Salzberg'],Walking Man Biography Documentary Drama Joshua Salzberg 
tt0251800,movie,Letting Go: A Hospice Journey,1996,90.0,['Documentary'],9.2,[],"['Deborah Dickson', 'Susan Froemke', 'Albert Maysles']",Letting Go: A Hospice Journey Documentary Deborah Dickson Susan Froemke Albert Maysles 
tt4672302,movie,Kato Therapy,2015,87.0,['Thriller'],9.2,"['Reid Plumley', 'Steven Hurley', 'Riley Lass', 'Joseph Flannery', 'Ken Jim Burt']",['Alexander Cicak'],Kato Therapy Thriller Alexander Cicak Reid Plumley Steven Hurley Riley Lass Joseph Flannery Ken Jim Burt
tt5216504,movie,Ganga Jaisan Mai Hamar,2004,147.0,['Drama'],9.2,['Ravi Kishan'],['Mohanji Prasad'],Ganga Jaisan Mai Hamar Drama Mohanji Prasad Ravi Kishan
tt6642378,movie,Fauji Ki Family-2,2013,144.0,"['Comedy', 'Drama']",9.2,"['Gaurve Barasa', 'Ramesh Bhati', 'Navin Borana', 'Subhash Deva', 'D.P. Dhaka', 'Prakash Gandhi', 'Pushpander Goyal', 'Saied Khan']",['Gandhi Brothers'],Fauji Ki Family-2 Comedy Drama Gandhi Brothers Gaurve Barasa Ramesh Bhati Navin Borana Subhash Deva D.P. Dhaka Prakash Gandhi Pushpander Goyal Saied Khan
tt4039646,movie,Giving Up The Ghost,2015,100.0,['Drama'],9.2,"['Mark Arnold', 'Dominic Dwyer', 'Anthony Horricks', 'Lukas Landau', 'Garry McMahon', 'Corin Silva']",['Patricia Guerra Ovín'],Giving Up The Ghost Drama Patricia Guerra Ovín Mark Arnold Dominic Dwyer Anthony Horricks Lukas Landau Garry McMahon Corin Silva
tt6566686,movie,An Aquarium in the Sea,2016,98.0,['Documentary'],9.2,[],['Oleksandr Fraze-Frazenko'],An Aquarium in the Sea Documentary Oleksandr Fraze-Frazenko 
tt0260423,movie,La terre au ventre,1978,90.0,['Drama'],9.2,"['Robert Nogaret', 'Tony Gatlif']",['Tony Gatlif'],La terre au ventre Drama Tony Gatlif Robert Nogaret Tony Gatlif
tt0216729,movie,Odo Ya! Vida com Aids,1997,58.0,['Documentary'],9.2,[],['Tania Cypriano'],Odo Ya! Vida com Aids Documentary Tania Cypriano 
tt3625028,movie,Semme,2014,,['Documentary'],9.2,[],['Ernestas Samsonas'],Semme Documentary Ernestas Samsonas 
tt4103392,movie,Kings of Baja,2014,,['Documentary'],9.2,[],['Michael Watchulonis'],Kings of Baja Documentary Michael Watchulonis 
tt0185912,movie,Beat the Bash,1996,,"['Action', 'Crime', 'Drama']",9.2,"['Wilson Cruz', 'Anthony Nicosia', 'Joseph D. Reitman']",['Michael Costanza'],Beat the Bash Action Crime Drama Michael Costanza Wilson Cruz Anthony Nicosia Joseph D. Reitman
tt5038252,movie,Otamdan qolgan dalalar,1997,211.0,[],9.2,"['Khashim Arslanov', 'Mashrab Kimsanov', 'Pulat Saidkasymov', 'Agzamdzhan Shakirdzhanov']",['Shukhrat Abbasov'],Otamdan qolgan dalalar  Shukhrat Abbasov Khashim Arslanov Mashrab Kimsanov Pulat Saidkasymov Agzamdzhan Shakirdzhanov
tt3600426,movie,Smile Please,2014,,['Comedy'],9.2,"['Sabyasachi Mishra', 'Mihir Das', 'Salil Mitra', 'Hadu', 'Suman']",['S.K. Muralidharan'],Smile Please Comedy S.K. Muralidharan Sabyasachi Mishra Mihir Das Salil Mitra Hadu Suman
tt3600040,movie,Hairy Who & The Chicago Imagists,2014,109.0,"['Biography', 'Documentary', 'History']",9.2,"['Roger Brown', 'Jeff Koons', 'Jim Nutt', 'Ed Paschke', 'Chris Ware']",['Leslie Buchbinder'],Hairy Who & The Chicago Imagists Biography Documentary History Leslie Buchbinder Roger Brown Jeff Koons Jim Nutt Ed Paschke Chris Ware
tt6506266,movie,Lilkee,2006,69.0,['Drama'],9.2,['Mohammed Mukhtiar'],['Batul Mukhtiar'],Lilkee Drama Batul Mukhtiar Mohammed Mukhtiar
tt3759846,movie,Ride for Lance,2014,85.0,[],9.2,[],['Scott Mactavish'],Ride for Lance  Scott Mactavish 
tt4127096,movie,Manvi Ni Bhavai,1993,180.0,['Drama'],9.2,['Upendra Trivedi'],[],Manvi Ni Bhavai Drama  Upendra Trivedi
tt3631212,movie,Strings,2006,,"['Drama', 'Romance']",9.2,"['Adam Bedi', 'Vineet Kumar', 'Deepak Kumar Verma']",['Sanjay Jha'],Strings Drama Romance Sanjay Jha Adam Bedi Vineet Kumar Deepak Kumar Verma
tt0185299,movie,Les enfants du diable,1992,117.0,['War'],9.2,"['François Négret', 'Jean-Pierre Aumont', 'Gérard Pradilles', 'Hermann Bonnín', 'Joan Crosas', 'René Redondo', 'Nicolas Di Maio']",['Claude Gaignaire'],Les enfants du diable War Claude Gaignaire François Négret Jean-Pierre Aumont Gérard Pradilles Hermann Bonnín Joan Crosas René Redondo Nicolas Di Maio
tt5124208,movie,Los Océanos del Olvido,2014,,['Thriller'],9.2,[],['Eduardo Alvarez'],Los Océanos del Olvido Thriller Eduardo Alvarez 
tt5486888,movie,Coverdale: A Year in the Life,2016,94.0,['Documentary'],9.2,[],"['Rosalie Parker', 'R.B. Russell']",Coverdale: A Year in the Life Documentary Rosalie Parker R.B. Russell 
tt4129604,movie,Zemene,2014,68.0,['Documentary'],9.2,[],['Melissa R. Donovan'],Zemene Documentary Melissa R. Donovan 
tt6256972,movie,Hilleman: A Perilous Quest to Save the World's Children,2016,67.0,['Documentary'],9.2,[],['Donald Rayne Mitchell'],Hilleman: A Perilous Quest to Save the World's Children Documentary Donald Rayne Mitchell 
tt5525022,movie,Until Cancer Do Us Part,2016,87.0,['Documentary'],9.2,[],['Jan-Olof Svarvar'],Until Cancer Do Us Part Documentary Jan-Olof Svarvar 
tt5532074,movie,Reset: The Documentary,2016,58.0,['Documentary'],9.2,[],['Aldine Reinink'],Reset: The Documentary Documentary Aldine Reinink 
tt3773284,movie,Stages,2015,53.0,['Documentary'],9.2,[],['David Stott'],Stages Documentary David Stott 
tt5463262,movie,The Yakshagana Puppets,2014,45.0,['Documentary'],9.2,[],['Kiranraj K'],The Yakshagana Puppets Documentary Kiranraj K 
tt5068996,movie,The American Jungle,2016,102.0,"['Documentary', 'History', 'Music']",9.2,"['Jamal Abdo', 'Paul Allen', 'Ray Alston', 'Luke Argilla', 'Brian Jeffery Arnberg', 'Sean Blakey', 'Steve Blakley', 'Nikolai Bordokoff', 'Ryan Bowermaster']",['Joshua Freeman'],The American Jungle Documentary History Music Joshua Freeman Jamal Abdo Paul Allen Ray Alston Luke Argilla Brian Jeffery Arnberg Sean Blakey Steve Blakley Nikolai Bordokoff Ryan Bowermaster
tt6143964,movie,"Straight to DVD II: Past, Present, and Future Hearts",2016,66.0,['Documentary'],9.2,"['Alex Gaskarth', 'Jack Barakat', 'Zack Merrick', 'Rian Dawson']",['Rafa Alcantara'],"Straight to DVD II: Past, Present, and Future Hearts Documentary Rafa Alcantara Alex Gaskarth Jack Barakat Zack Merrick Rian Dawson"
tt5378138,movie,Montre l'exemple!,2012,105.0,['Drama'],9.2,"['Moussa Benzemrane', 'Aymen Bestandji', 'Toufik Bourromana', 'Mehdi Goudjali']",['Lynda Benzemrane'],Montre l'exemple! Drama Lynda Benzemrane Moussa Benzemrane Aymen Bestandji Toufik Bourromana Mehdi Goudjali
tt4074454,movie,3022 Ft.,2015,65.0,['Documentary'],9.2,[],"['Natalie Fedak', 'Max Romey']",3022 Ft. Documentary Natalie Fedak Max Romey 
tt3714836,movie,La guerra infinita - Kosovo nove anni dopo,2008,80.0,"['Documentary', 'Drama', 'War']",9.2,[],['Riccardo Iacona'],La guerra infinita - Kosovo nove anni dopo Documentary Drama War Riccardo Iacona 
tt5103678,movie,School Time for Miss Roma,2015,83.0,['Documentary'],9.2,[],['Vesna Cudic'],School Time for Miss Roma Documentary Vesna Cudic 
tt6185752,movie,Girl Versus,2016,90.0,['Drama'],9.2,"['Miguel Pineto Cagettano', 'Ian Wilmot', 'Paulo Martins', 'Fernanda Salvatterra Gonzalez']",['Kai Zastrow'],Girl Versus Drama Kai Zastrow Miguel Pineto Cagettano Ian Wilmot Paulo Martins Fernanda Salvatterra Gonzalez
tt3681268,movie,Always with You,2014,103.0,"['Drama', 'Family']",9.2,"['Johnny Alcala', 'Jaime Nungaray', 'Vasti Portillo', 'Evante Ramos', ""Sylvia 'Syl' Rodriguez"", 'Tony A.L.G. Rodriguez', 'Jose Rosete']",['David Dyno Rocha'],Always with You Drama Family David Dyno Rocha Johnny Alcala Jaime Nungaray Vasti Portillo Evante Ramos Sylvia 'Syl' Rodriguez Tony A.L.G. Rodriguez Jose Rosete
tt4082606,movie,Healing Voices,2016,90.0,"['Documentary', 'Drama']",9.2,[],['PJ Moynihan'],Healing Voices Documentary Drama PJ Moynihan 
tt5093560,movie,Rush Brothers,2016,72.0,"['Documentary', 'Sport']",9.2,[],['Jordan Haro'],Rush Brothers Documentary Sport Jordan Haro 
tt5369522,movie,In the Parlor: The Final Good-Bye,2015,80.0,['Documentary'],9.2,[],['Heidi Boucher'],In the Parlor: The Final Good-Bye Documentary Heidi Boucher 
tt0304949,movie,Wonderboy,2001,,['Documentary'],9.2,[],['Andrew Wiseman'],Wonderboy Documentary Andrew Wiseman 
tt4097920,movie,The Neighborhood That Disappeared,2014,95.0,['Documentary'],9.2,"['Sal Antinucci', 'Pat Bulgaro', 'Jack Casey', 'Anthony Chiaramonte', 'Erastus Corning', 'Nino Crisafulli']","['Mary Paley', 'John Romeo']",The Neighborhood That Disappeared Documentary Mary Paley John Romeo Sal Antinucci Pat Bulgaro Jack Casey Anthony Chiaramonte Erastus Corning Nino Crisafulli
tt4065452,movie,On a Quest,2014,120.0,"['Biography', 'Documentary', 'Drama']",9.2,"['Antariksh Mohan', 'Sandeep Hebbar', 'Kevin Iles', 'Shiva Suryavanshi', 'Thota Tharani', 'Rajeev Venkat']",['Rs Prasanna'],On a Quest Biography Documentary Drama Rs Prasanna Antariksh Mohan Sandeep Hebbar Kevin Iles Shiva Suryavanshi Thota Tharani Rajeev Venkat
tt0298799,movie,Der chinesische Markt,2001,93.0,['Documentary'],9.2,[],"['Vladimir Blazevski', 'Zoran Solomun']",Der chinesische Markt Documentary Vladimir Blazevski Zoran Solomun 
tt5435702,movie,Ispovest,2013,,['Documentary'],9.2,[],['Petar Vujanic'],Ispovest Documentary Petar Vujanic 
tt5436410,movie,Eternal Mission,2016,60.0,"['Biography', 'Documentary', 'History']",9.2,"['Anar Aliyev', 'Tahir Aliyev', 'Elchin Alizade', 'Yusif Dadashov', 'Vugar Guluzade', 'Aghazada Hasanov', 'Kamran Israfilov', 'Ayshad Mammadov', 'Mehman Memmedov']","['Fariz Ahmedov', 'Vugar Islamzadeh']",Eternal Mission Biography Documentary History Fariz Ahmedov Vugar Islamzadeh Anar Aliyev Tahir Aliyev Elchin Alizade Yusif Dadashov Vugar Guluzade Aghazada Hasanov Kamran Israfilov Ayshad Mammadov Mehman Memmedov
tt5123416,movie,Born Warriors Redux: Bound Fists,2016,59.0,['Documentary'],9.2,[],['Vincent Giordano'],Born Warriors Redux: Bound Fists Documentary Vincent Giordano 
tt0130546,movie,Bull Riders: Chasing the Dream,1997,56.0,"['Documentary', 'Sport']",9.2,[],"['Jeff Fraley', 'Harry Lynch']",Bull Riders: Chasing the Dream Documentary Sport Jeff Fraley Harry Lynch 
tt3671252,movie,Witness to Gettysburg,2013,69.0,"['Documentary', 'Drama', 'History']",9.2,['Annette Hubbell'],['Joe Urban'],Witness to Gettysburg Documentary Drama History Joe Urban Annette Hubbell
tt0297889,movie,Fillim i vështirë,1986,78.0,"['Drama', 'Family']",9.2,"['Timo Flloko', 'Sokol Gjoshi', 'Shkëlqim Basha']",['Albert Xholi'],Fillim i vështirë Drama Family Albert Xholi Timo Flloko Sokol Gjoshi Shkëlqim Basha
tt5328004,movie,Balach,2009,,['Biography'],9.2,"['Keyya Baloch', 'Anwar Saheb Khan', 'Homar Kiya', 'Sarfaraz Mahmad']",['Haneef Shareef'],Balach Biography Haneef Shareef Keyya Baloch Anwar Saheb Khan Homar Kiya Sarfaraz Mahmad
tt5327286,movie,Under the Radar: The Mike Edmonds Story,2016,58.0,['Documentary'],9.2,[],['Simon Frith'],Under the Radar: The Mike Edmonds Story Documentary Simon Frith 
tt4137012,movie,Fish'R'us,2014,58.0,"['Documentary', 'News']",9.2,[],['Maciej Glowinski'],Fish'R'us Documentary News Maciej Glowinski 
tt4943846,movie,The World of Liu Yuyi,2015,47.0,['Documentary'],9.2,"['Lau Kamkwok', 'Lau Shit Yan', 'Louis Fantasia']","['Chris D. Nebe', 'JJ Osbun']",The World of Liu Yuyi Documentary Chris D. Nebe JJ Osbun Lau Kamkwok Lau Shit Yan Louis Fantasia
tt3803818,movie,Strictly Sacred: The Story of Girl Trouble,2014,95.0,"['Biography', 'Comedy', 'Documentary']",9.2,"['Bill Henderson', 'Bon Henderson', 'Kurt Kendall']",['Isaac Olsen'],Strictly Sacred: The Story of Girl Trouble Biography Comedy Documentary Isaac Olsen Bill Henderson Bon Henderson Kurt Kendall
tt3478160,movie,Project: User,2014,73.0,['Drama'],9.2,"['Austin Bellach', 'Dylan Hardaway', 'Matt Koons', 'Monterey Morrissey', 'Russel Mortensen']",['Miles Levin'],Project: User Drama Miles Levin Austin Bellach Dylan Hardaway Matt Koons Monterey Morrissey Russel Mortensen
tt0323224,movie,Mele Mitran De,1972,,[],9.2,"['Dara Singh Randhawa', 'Prithviraj Kapoor', 'K. Deep', 'King Kong', 'Chaman Lal Shugal']",['Chaman Lal Shugal'],Mele Mitran De  Chaman Lal Shugal Dara Singh Randhawa Prithviraj Kapoor K. Deep King Kong Chaman Lal Shugal
tt0323549,movie,Padre nuestro que estas en la tierra,1972,90.0,['Drama'],9.2,"['Manuel López Ochoa', 'Santanón', 'Alfonso Munguía', 'Guillermo Gálvez', 'Carlos Camacho']",['Julio Aldama'],Padre nuestro que estas en la tierra Drama Julio Aldama Manuel López Ochoa Santanón Alfonso Munguía Guillermo Gálvez Carlos Camacho
tt4950038,movie,Vestigio,2016,100.0,"['Drama', 'Mystery', 'Thriller']",9.2,"['Félix Almada', 'Tomás Castagno', 'Marcelo Risatti', 'Daniel Aimetta', 'Beto Bernuéz', 'Joaquín Fernandez Benard', 'Bautista Riccio', 'Rodrigo Oviedo']",['Guillermina Lanfranco'],Vestigio Drama Mystery Thriller Guillermina Lanfranco Félix Almada Tomás Castagno Marcelo Risatti Daniel Aimetta Beto Bernuéz Joaquín Fernandez Benard Bautista Riccio Rodrigo Oviedo
